position_identifier,symbol,direction,entry_time_text,exit_time_text,volume,initial_risk_amount,native_net_before_external_commission,external_commission,spread_cost,swap_cost,fee_cost,adverse_entry_slippage_cost,adverse_exit_slippage_cost,native_friction,supplementary_multiplier,supplementary_charge,adjusted_cash,adjusted_net_R,exit_reason
46,AUDUSD,BUY,2025.04.07 10:05:01,2025.05.05 10:05:00,0.01,25.32,44.129999999999995,0.06,0.14,0.52,0.0,0.0,0.0,0.72,0.5,0.36,43.709999999999994,1.7263033175355447,MONTHLY_REBALANCE_EXIT
47,NZDUSD,BUY,2025.04.07 10:05:01,2025.05.05 10:05:00,0.02,45.18,77.1,0.12,0.32,1.64,0.0,0.0,0.0,2.08,0.5,1.04,75.93999999999998,1.6808322266489593,MONTHLY_REBALANCE_EXIT
48,USDCAD,SELL,2025.04.07 10:05:01,2025.05.05 10:05:00,0.02,43.78168134,57.940000000000005,0.12,0.21062238915996773,3.65,0.0,0.0,0.0,3.9806223891599677,0.5,1.9903111945799838,55.82968880542003,1.27518375486445,MONTHLY_REBALANCE_EXIT
49,USDCHF,SELL,2025.04.07 10:05:01,2025.05.05 10:05:00,0.01,26.38531764,21.55,0.06,0.18872598166998902,3.91,0.0,0.0,0.0,4.158725981669989,0.5,2.0793629908349947,19.410637009165008,0.7356605394713379,MONTHLY_REBALANCE_EXIT
50,USDJPY,SELL,2025.04.07 10:05:01,2025.05.05 10:05:00,0.01,32.78982138,1.8099999999999996,0.06,0.11023231460302588,3.66,0.0,0.0,0.0,3.830232314603026,0.5,1.915116157301513,-0.1651161573015134,-0.005035591849921612,MONTHLY_REBALANCE_EXIT
58,EURUSD,BUY,2025.05.05 10:05:01,2025.06.02 10:05:00,0.01,31.16,5.58,0.06,0.13,2.76,0.0,0.0,0.0,2.9499999999999997,0.5,1.4749999999999999,4.045000000000001,0.129813863928113,MONTHLY_REBALANCE_EXIT
59,GBPUSD,BUY,2025.05.05 10:05:01,2025.06.02 10:05:00,0.01,28.71,24.88,0.06,0.14,0.8,0.0,0.0,0.0,1.0,0.5,0.5,24.32,0.8470916057122954,MONTHLY_REBALANCE_EXIT
60,AUDUSD,BUY,2025.05.05 10:05:01,2025.06.02 10:05:00,0.02,40.22,-0.3800000000000001,0.12,0.28,1.08,0.0,0.0,0.0,1.48,0.5,0.74,-1.2400000000000002,-0.030830432620586778,MONTHLY_REBALANCE_EXIT
61,NZDUSD,BUY,2025.05.05 10:05:01,2025.06.02 10:05:00,0.02,39.46,6.140000000000001,0.12,0.32,1.64,0.0,0.0,0.0,2.08,0.5,1.04,4.98,0.12620375063355296,MONTHLY_REBALANCE_EXIT
62,USDCAD,SELL,2025.05.05 10:05:01,2025.06.02 10:05:00,0.03,51.52609599,20.810000000000002,0.18,0.36912921693941214,5.56,0.0,0.0,0.0,6.109129216939412,0.5,3.054564608469706,17.5754353915303,0.34109774967118167,MONTHLY_REBALANCE_EXIT
63,USDCHF,SELL,2025.05.05 10:05:01,2025.06.02 10:05:00,0.01,38.78726287,4.529999999999999,0.06,0.21776740022018704,3.91,0.0,0.0,0.0,4.187767400220187,0.5,2.0938837001100934,2.3761162998899064,0.06126022111572387,MONTHLY_REBALANCE_EXIT
64,USDJPY,SELL,2025.05.05 10:05:01,2025.06.02 10:05:00,0.01,32.81073554,4.17,0.06,0.09699052264035915,3.66,0.0,0.0,0.0,3.816990522640359,0.5,1.9084952613201795,2.2015047386798208,0.06709708583021362,MONTHLY_REBALANCE_EXIT
78,USDJPY,SELL,2025.06.02 10:05:01,2025.06.23 11:52:55,0.01,30.41009992,-32.25,0.06,0.09775921904349588,2.74,0.0,0.0,0.0,2.897759219043496,0.5,1.448879609521748,-33.75887960952175,-1.1101206407848512,STOP_LOSS_EXIT
72,EURUSD,BUY,2025.06.02 10:05:01,2025.07.07 10:05:00,0.01,27.75,31.250000000000004,0.06,0.12,3.45,0.0,0.0,0.0,3.6300000000000003,0.5,1.8150000000000002,29.375000000000004,1.0585585585585586,MONTHLY_REBALANCE_EXIT
73,GBPUSD,BUY,2025.06.02 10:05:01,2025.07.07 10:05:00,0.01,27.45,7.0,0.06,0.14,1.0,0.0,0.0,0.0,1.2,0.5,0.6,6.340000000000001,0.23096539162112936,MONTHLY_REBALANCE_EXIT
74,AUDUSD,BUY,2025.06.02 10:05:01,2025.07.07 10:05:00,0.02,38.9,5.869999999999999,0.12,0.28,1.35,0.0,0.0,0.0,1.75,0.5,0.875,4.874999999999999,0.12532133676092544,MONTHLY_REBALANCE_EXIT
75,NZDUSD,BUY,2025.06.02 10:05:01,2025.07.07 10:05:00,0.02,39.0,-1.67,0.12,0.32,2.05,0.0,0.0,0.0,2.4899999999999998,0.5,1.2449999999999999,-3.035,-0.07782051282051282,MONTHLY_REBALANCE_EXIT
76,USDCAD,SELL,2025.06.02 10:05:01,2025.07.07 10:05:00,0.03,51.437835,3.130000000000001,0.18,0.37242044077054515,7.0,0.0,0.0,0.0,7.552420440770545,0.5,3.7762102203852725,-0.8262102203852719,-0.016062305506934185,MONTHLY_REBALANCE_EXIT
77,USDCHF,SELL,2025.06.02 10:05:01,2025.07.07 10:05:00,0.01,27.98150024,25.349999999999998,0.06,0.21965416671751253,4.98,0.0,0.0,0.0,5.259654166717513,0.5,2.6298270833587565,22.660172916641244,0.8098269471716233,MONTHLY_REBALANCE_EXIT
92,USDJPY,SELL,2025.07.07 10:05:01,2025.07.15 17:01:07,0.02,50.69467977,-52.379999999999995,0.12,0.1930834741233666,2.08,0.0,0.0,0.0,2.3930834741233666,0.5,1.1965417370616833,-53.69654173706168,-1.0592145365289025,STOP_LOSS_EXIT
86,EURUSD,BUY,2025.07.07 10:05:01,2025.07.29 10:10:28,0.02,45.86,-50.09,0.12,0.24,4.21,0.0,0.0,0.0,4.57,0.5,2.285,-52.495000000000005,-1.1446794592237244,STOP_LOSS_EXIT
87,GBPUSD,BUY,2025.07.07 10:05:01,2025.07.29 16:14:22,0.01,30.97,-31.619999999999997,0.06,0.14,0.63,0.0,0.0,0.0,0.8300000000000001,0.5,0.41500000000000004,-32.095,-1.0363254762673555,STOP_LOSS_EXIT
91,USDCHF,SELL,2025.07.07 10:05:01,2025.07.30 22:20:33,0.02,47.68671638,-53.39,0.12,0.40241954752952125,6.69,0.0,0.0,0.0,7.212419547529522,0.5,3.606209773764761,-57.11620977376476,-1.1977383663539376,STOP_LOSS_EXIT
88,AUDUSD,BUY,2025.07.07 10:05:01,2025.08.04 10:05:00,0.03,51.69,-12.84,0.18,0.42,1.44,0.0,0.0,0.0,2.04,0.5,1.02,-14.04,-0.2716192687173534,MONTHLY_REBALANCE_EXIT
89,NZDUSD,BUY,2025.07.07 10:05:01,2025.08.04 10:05:00,0.02,36.42,-23.28,0.12,0.32,1.64,0.0,0.0,0.0,2.08,0.5,1.04,-24.44,-0.671059857221307,MONTHLY_REBALANCE_EXIT
90,USDCAD,SELL,2025.07.07 10:05:01,2025.08.04 10:05:00,0.02,35.10083245,-23.72,0.12,0.24914995896353617,3.67,0.0,0.0,0.0,4.039149958963536,0.5,2.019574979481768,-25.859574979481767,-0.7367225554071373,MONTHLY_REBALANCE_EXIT
104,USDCAD,SELL,2025.09.01 10:05:00,2025.09.25 15:52:27,0.04,48.26235217,-54.61,0.24,0.4946317902761209,6.8,0.0,0.0,0.0,7.534631790276121,0.5,3.7673158951380605,-58.61731589513806,-1.2145557201328188,STOP_LOSS_EXIT
106,USDJPY,SELL,2025.09.01 10:05:00,2025.10.06 07:37:36,0.02,44.29324441,-52.89,0.12,0.19052025638583073,9.02,0.0,0.0,0.0,9.33052025638583,0.5,4.665260128192915,-57.67526012819291,-1.3021231769414408,STOP_LOSS_EXIT
100,EURUSD,BUY,2025.09.01 10:05:00,2025.10.06 10:05:00,0.02,46.72,-12.219999999999999,0.12,0.24,6.7,0.0,0.0,0.0,7.0600000000000005,0.5,3.5300000000000002,-15.869999999999997,-0.33968321917808214,MONTHLY_REBALANCE_EXIT
101,GBPUSD,BUY,2025.09.01 10:05:00,2025.10.06 10:05:00,0.02,46.26,-19.14,0.12,0.3,1.8,0.0,0.0,0.0,2.22,0.5,1.11,-20.37,-0.44033722438391704,MONTHLY_REBALANCE_EXIT
102,AUDUSD,BUY,2025.09.01 10:05:00,2025.10.06 10:05:00,0.03,41.67,18.54,0.18,0.42,1.8,0.0,0.0,0.0,2.4,0.5,1.2,17.16,0.4118070554355651,MONTHLY_REBALANCE_EXIT
103,NZDUSD,BUY,2025.09.01 10:05:00,2025.10.06 10:05:00,0.03,46.26,-21.630000000000003,0.18,0.42,2.85,0.0,0.0,0.0,3.45,0.5,1.725,-23.535000000000004,-0.5087548638132297,MONTHLY_REBALANCE_EXIT
105,USDCHF,SELL,2025.09.01 10:05:00,2025.10.06 10:05:00,0.02,41.49724212,-6.17,0.12,0.40039539044806743,10.16,0.0,0.0,0.0,10.680395390448068,0.5,5.340197695224034,-11.630197695224034,-0.2802643525464249,MONTHLY_REBALANCE_EXIT
114,EURUSD,SELL,2025.10.06 10:05:01,2025.11.03 10:05:00,0.02,45.62,35.28,0.12,0.26,2.52,0.0,0.0,0.0,2.9,0.5,1.45,33.71,0.7389302937308199,MONTHLY_REBALANCE_EXIT
115,GBPUSD,SELL,2025.10.06 10:05:01,2025.11.03 10:05:00,0.01,26.84,30.85,0.06,0.14,0.52,0.0,0.0,0.0,0.72,0.5,0.36,30.430000000000003,1.1337555886736217,MONTHLY_REBALANCE_EXIT
116,AUDUSD,SELL,2025.10.06 10:05:01,2025.11.03 10:05:00,0.03,39.84,17.66,0.18,0.44999999999999996,0.52,0.0,0.0,0.0,1.15,0.5,0.575,16.905,0.4243222891566265,MONTHLY_REBALANCE_EXIT
117,NZDUSD,SELL,2025.10.06 10:05:01,2025.11.03 10:05:00,0.03,43.17,34.22,0.18,0.42,0.32,0.0,0.0,0.0,0.9199999999999999,0.5,0.45999999999999996,33.58,0.7778549918925178,MONTHLY_REBALANCE_EXIT
118,USDCAD,BUY,2025.10.06 10:05:01,2025.11.03 10:05:00,0.04,45.0539814,23.51,0.24,0.48753557934283065,2.8,0.0,0.0,0.0,3.5275355793428305,0.5,1.7637677896714152,21.506232210328587,0.47734365625517367,MONTHLY_REBALANCE_EXIT
119,USDCHF,BUY,2025.10.06 10:05:01,2025.11.03 10:05:00,0.02,41.25598776,22.73,0.12,0.4012086410311062,4.2,0.0,0.0,0.0,4.721208641031106,0.5,2.360604320515553,20.249395679484447,0.4908231938908363,MONTHLY_REBALANCE_EXIT
120,USDJPY,BUY,2025.10.06 10:05:01,2025.11.03 10:05:00,0.02,44.2074997,57.36,0.12,0.18665173452790446,3.53,0.0,0.0,0.0,3.836651734527904,0.5,1.918325867263952,55.32167413273605,1.251409252008343,MONTHLY_REBALANCE_EXIT
133,USDCHF,BUY,2025.11.03 10:05:01,2025.11.14 14:20:32,0.02,38.38270915,-37.190000000000005,0.12,0.39741185529240824,1.94,0.0,0.0,0.0,2.457411855292408,0.5,1.228705927646204,-38.538705927646205,-1.0040642461436626,STOP_LOSS_EXIT
128,EURUSD,SELL,2025.11.03 10:05:01,2025.12.01 10:05:00,0.03,50.64,-18.11,0.18,0.39,3.88,0.0,0.0,0.0,4.45,0.5,2.225,-20.515,-0.4051145339652449,MONTHLY_REBALANCE_EXIT
129,GBPUSD,SELL,2025.11.03 10:05:01,2025.12.01 10:05:00,0.02,48.54,-17.6,0.12,0.28,0.84,0.0,0.0,0.0,1.24,0.5,0.62,-18.340000000000003,-0.37783271528636186,MONTHLY_REBALANCE_EXIT
130,AUDUSD,SELL,2025.11.03 10:05:01,2025.12.01 10:05:00,0.03,43.26,0.10999999999999999,0.18,0.42,0.52,0.0,0.0,0.0,1.12,0.5,0.56,-0.6300000000000001,-0.014563106796116509,MONTHLY_REBALANCE_EXIT
131,NZDUSD,SELL,2025.11.03 10:05:01,2025.12.01 10:05:00,0.04,48.72,-5.199999999999999,0.24,0.56,0.56,0.0,0.0,0.0,1.36,0.5,0.68,-6.119999999999999,-0.12561576354679801,MONTHLY_REBALANCE_EXIT
132,USDCAD,BUY,2025.11.03 10:05:01,2025.12.01 10:05:00,0.04,46.93194867,-8.18,0.24,0.48495221794323207,2.8,0.0,0.0,0.0,3.5249522179432318,0.5,1.7624761089716159,-10.182476108971615,-0.21696256809128603,MONTHLY_REBALANCE_EXIT
134,USDJPY,BUY,2025.11.03 10:05:01,2025.12.01 10:05:00,0.02,43.95404804,19.24,0.12,0.18160827095954027,3.39,0.0,0.0,0.0,3.6916082709595406,0.5,1.8458041354797703,17.274195864520227,0.39300580116761924,MONTHLY_REBALANCE_EXIT
142,EURUSD,BUY,2025.12.01 10:05:02,2026.01.05 10:05:00,0.03,48.54,13.639999999999999,0.18,0.36,10.15,0.0,0.0,0.0,10.690000000000001,0.5,5.345000000000001,8.114999999999998,0.1671817058096415,MONTHLY_REBALANCE_EXIT
143,GBPUSD,BUY,2025.12.01 10:05:02,2026.01.05 10:05:00,0.02,47.38,39.4,0.12,0.3,1.82,0.0,0.0,0.0,2.24,0.5,1.12,38.160000000000004,0.8054031236808781,MONTHLY_REBALANCE_EXIT
144,AUDUSD,BUY,2025.12.01 10:05:02,2026.01.05 10:05:00,0.03,40.83,35.2,0.18,0.42,1.82,0.0,0.0,0.0,2.42,0.5,1.21,33.81,0.8280675973548862,MONTHLY_REBALANCE_EXIT
145,NZDUSD,BUY,2025.12.01 10:05:02,2026.01.05 10:05:00,0.03,43.86,0.5499999999999998,0.18,0.42,2.87,0.0,0.0,0.0,3.47,0.5,1.735,-1.3650000000000002,-0.0311217510259918,MONTHLY_REBALANCE_EXIT
146,USDCAD,SELL,2025.12.01 10:05:02,2026.01.05 10:05:00,0.04,46.7404674,50.66,0.24,0.4862839326067679,9.21,0.0,0.0,0.0,9.936283932606768,0.5,4.968141966303384,45.45185803369661,0.97243054171291,MONTHLY_REBALANCE_EXIT
147,USDCHF,SELL,2025.12.01 10:05:02,2026.01.05 10:05:00,0.02,42.89910859,11.94,0.12,0.39835181934744995,10.19,0.0,0.0,0.0,10.708351819347449,0.5,5.3541759096737245,6.465824090326276,0.15072164207704522,MONTHLY_REBALANCE_EXIT
148,USDJPY,SELL,2025.12.01 10:05:02,2026.01.05 10:05:00,0.02,39.99742616,-28.48,0.12,0.1801674270161057,8.46,0.0,0.0,0.0,8.760167427016107,0.5,4.3800837135080535,-32.98008371350805,-0.8245551496633614,MONTHLY_REBALANCE_EXIT
160,USDCAD,SELL,2026.01.05 10:05:03,2026.01.09 23:12:18,0.05,50.48781904,-51.99,0.30000000000000004,0.6170509321098786,1.97,0.0,0.0,0.0,2.8870509321098785,0.5,1.4435254660549393,-53.733525466054935,-1.0642869208409154,STOP_LOSS_EXIT
156,EURUSD,BUY,2026.01.05 10:05:03,2026.02.02 10:05:00,0.03,40.83,42.61,0.18,0.36,8.12,0.0,0.0,0.0,8.66,0.5,4.33,38.1,0.9331373989713446,MONTHLY_REBALANCE_EXIT
157,GBPUSD,BUY,2026.01.05 10:05:03,2026.02.02 10:05:00,0.02,43.84,50.84,0.12,0.28,1.44,0.0,0.0,0.0,1.8399999999999999,0.5,0.9199999999999999,49.800000000000004,1.135948905109489,MONTHLY_REBALANCE_EXIT
158,AUDUSD,BUY,2026.01.05 10:05:03,2026.02.02 10:05:00,0.04,46.08,105.72,0.24,0.6,2.0,0.0,0.0,0.0,2.84,0.5,1.42,104.06,2.258246527777778,MONTHLY_REBALANCE_EXIT
159,NZDUSD,BUY,2026.01.05 10:05:03,2026.02.02 10:05:00,0.04,50.6,100.64,0.24,0.56,3.08,0.0,0.0,0.0,3.88,0.5,1.94,98.46000000000001,1.9458498023715416,MONTHLY_REBALANCE_EXIT
161,USDCHF,SELL,2026.01.05 10:05:03,2026.02.02 10:05:00,0.03,49.43602397,69.81,0.18,0.6042980700230388,12.34,0.0,0.0,0.0,13.12429807002304,0.5,6.56214903501152,63.06785096498847,1.2757468319713754,MONTHLY_REBALANCE_EXIT
162,USDJPY,SELL,2026.01.05 10:05:03,2026.02.02 10:05:00,0.02,37.57429811,18.990000000000002,0.12,0.24215543830134334,6.79,0.0,0.0,0.0,7.152155438301343,0.5,3.5760777191506716,15.29392228084933,0.4070314829587998,MONTHLY_REBALANCE_EXIT
171,GBPUSD,BUY,2026.02.02 10:05:01,2026.03.02 08:23:32,0.01,29.35,-30.2,0.06,0.15,0.8,0.0,0.0,0.0,1.01,0.5,0.505,-30.764999999999997,-1.0482112436115842,STOP_LOSS_EXIT
170,EURUSD,BUY,2026.02.02 10:05:01,2026.03.02 10:05:00,0.01,28.19,-16.93,0.06,0.12,2.76,0.0,0.0,0.0,2.94,0.5,1.47,-18.459999999999997,-0.6548421426037601,MONTHLY_REBALANCE_EXIT
172,AUDUSD,BUY,2026.02.02 10:05:01,2026.03.02 10:05:00,0.02,40.4,21.6,0.12,0.3,1.08,0.0,0.0,0.0,1.5,0.5,0.75,20.73,0.5131188118811881,MONTHLY_REBALANCE_EXIT
173,NZDUSD,BUY,2026.02.02 10:05:01,2026.03.02 10:05:00,0.03,53.43,-22.23,0.18,0.42,2.28,0.0,0.0,0.0,2.88,0.5,1.44,-23.85,-0.446378439079169,MONTHLY_REBALANCE_EXIT
174,USDCAD,SELL,2026.02.02 10:05:01,2026.03.02 10:05:00,0.03,49.09867173,-7.619999999999999,0.18,0.3736400600754606,5.6,0.0,0.0,0.0,6.15364006007546,0.5,3.07682003003773,-10.87682003003773,-0.2215298224328915,MONTHLY_REBALANCE_EXIT
175,USDCHF,SELL,2026.02.02 10:05:01,2026.03.02 10:05:00,0.01,33.24837963,-3.89,0.06,0.21992522542335607,4.2,0.0,0.0,0.0,4.479925225423356,0.5,2.239962612711678,-6.189962612711678,-0.1861733618779568,MONTHLY_REBALANCE_EXIT
176,USDJPY,SELL,2026.02.02 10:05:01,2026.03.02 10:05:00,0.01,29.10665987,-16.95,0.06,0.09036805618311149,3.38,0.0,0.0,0.0,3.5303680561831112,0.5,1.7651840280915556,-18.775184028091555,-0.6450477008336839,MONTHLY_REBALANCE_EXIT
184,EURUSD,SELL,2026.04.06 10:05:00,2026.04.14 10:06:09,0.01,26.72,-26.33,0.06,0.12,0.39,0.0,0.0,0.0,0.5700000000000001,0.5,0.28500000000000003,-26.674999999999997,-0.998315868263473,STOP_LOSS_EXIT
188,USDCAD,BUY,2026.04.06 10:05:00,2026.04.14 11:44:33,0.04,51.48970133,-50.290000000000006,0.24,0.5165548660185816,0.8,0.0,0.0,0.0,1.5565548660185815,0.5,0.7782774330092908,-51.3082774330093,-0.9964765012749259,STOP_LOSS_EXIT
187,NZDUSD,SELL,2026.04.06 10:05:00,2026.04.14 15:30:01,0.02,40.06,-40.120000000000005,0.12,0.28,0.08,0.0,0.0,0.0,0.48000000000000004,0.5,0.24000000000000002,-40.480000000000004,-1.0104842735896156,STOP_LOSS_EXIT
185,GBPUSD,SELL,2026.04.06 10:05:00,2026.04.14 15:30:01,0.01,37.44,-37.61,0.06,0.15,0.15,0.0,0.0,0.0,0.36,0.5,0.18,-37.85,-1.0109508547008548,STOP_LOSS_EXIT
186,AUDUSD,SELL,2026.04.06 10:05:00,2026.04.14 17:37:58,0.02,47.5,-47.58,0.12,0.28,0.08,0.0,0.0,0.0,0.48000000000000004,0.5,0.24000000000000002,-47.94,-1.0092631578947369,STOP_LOSS_EXIT
189,USDCHF,BUY,2026.04.06 10:05:00,2026.04.17 16:06:36,0.01,28.29480442,-27.14,0.06,0.1999425165264986,1.0,0.0,0.0,0.0,1.2599425165264986,0.5,0.6299712582632493,-27.82997125826325,-0.9835717838923042,STOP_LOSS_EXIT
190,USDJPY,BUY,2026.04.06 10:05:00,2026.04.30 14:36:10,0.02,44.15463675,-41.38,0.12,0.17538035614739467,3.12,0.0,0.0,0.0,3.415380356147395,0.5,1.7076901780736975,-43.2076901780737,-0.978553858855462,STOP_LOSS_EXIT
199,GBPUSD,BUY,2026.05.04 10:05:00,2026.05.15 12:08:49,0.02,48.58,-49.25,0.12,0.34,0.67,0.0,0.0,0.0,1.1300000000000001,0.5,0.5650000000000001,-49.934999999999995,-1.027892136681762,STOP_LOSS_EXIT
202,USDCAD,SELL,2026.05.04 10:05:00,2026.05.21 16:08:04,0.03,40.50077383,-44.279999999999994,0.18,0.33094562195713884,3.8,0.0,0.0,0.0,4.3109456219571385,0.5,2.1554728109785692,-46.61547281097856,-1.1509773370416256,STOP_LOSS_EXIT
198,EURUSD,BUY,2026.05.04 10:05:00,2026.06.01 10:05:00,0.02,37.24,-18.52,0.12,0.24,5.36,0.0,0.0,0.0,5.720000000000001,0.5,2.8600000000000003,-21.5,-0.5773361976369494,MONTHLY_REBALANCE_EXIT
200,AUDUSD,BUY,2026.05.04 10:05:00,2026.06.01 10:05:00,0.02,37.4,-3.6,0.12,0.28,1.08,0.0,0.0,0.0,1.48,0.5,0.74,-4.46,-0.11925133689839573,MONTHLY_REBALANCE_EXIT
201,NZDUSD,BUY,2026.05.04 10:05:00,2026.06.01 10:05:00,0.02,37.24,11.66,0.12,0.32,1.64,0.0,0.0,0.0,2.08,0.5,1.04,10.5,0.2819548872180451,MONTHLY_REBALANCE_EXIT
203,USDCHF,SELL,2026.05.04 10:05:00,2026.06.01 10:05:00,0.02,46.43274704,-10.23,0.12,0.43503851370371316,8.31,0.0,0.0,0.0,8.865038513703714,0.5,4.432519256851857,-14.782519256851856,-0.31836408998410737,MONTHLY_REBALANCE_EXIT
