position_identifier,symbol,direction,entry_time_text,exit_time_text,volume,initial_risk_amount,native_net_before_external_commission,external_commission,spread_cost,swap_cost,fee_cost,adverse_entry_slippage_cost,adverse_exit_slippage_cost,native_friction,supplementary_multiplier,supplementary_charge,adjusted_cash,adjusted_net_R,exit_reason
18,AUDUSD,SELL,2025.02.03 10:05:05,2025.02.07 15:30:05,0.03,50.49,-50.72,0.18,0.42,0.11,0.0,0.08999999999992346,0.0,0.7999999999999234,0.0,0.0,-50.9,-1.0081204198851257,STOP_LOSS_EXIT
16,EURUSD,SELL,2025.02.03 10:05:05,2025.02.14 00:24:50,0.02,50.34,-49.19,0.12,0.22,1.17,0.0,0.020000000000131024,0.0,1.5300000000001308,0.0,0.0,-49.309999999999995,-0.9795391338895509,STOP_LOSS_EXIT
17,GBPUSD,SELL,2025.02.03 10:05:05,2025.02.14 10:39:05,0.01,31.37,-31.619999999999997,0.06,0.16,0.24,0.0,0.0,0.0,0.45999999999999996,0.0,0.0,-31.679999999999996,-1.0098820529167993,STOP_LOSS_EXIT
19,NZDUSD,SELL,2025.02.03 10:05:06,2025.02.14 11:31:18,0.03,47.88,-47.85,0.18,0.48,0.15,0.0,0.12000000000012001,0.0,0.93000000000012,0.0,0.0,-48.03,-1.0031328320802004,STOP_LOSS_EXIT
32,AUDUSD,BUY,2025.03.03 10:05:00,2025.04.04 14:32:01,0.03,48.33,-50.95,0.18,0.42,1.75,0.0,0.0,0.0,2.35,0.0,0.0,-51.13,-1.0579350300020691,STOP_LOSS_EXIT
30,EURUSD,BUY,2025.03.03 10:05:00,2025.04.07 10:05:00,0.02,43.04,115.96,0.12,0.24,6.7,0.0,0.0,0.09999999999976694,7.159999999999767,0.0,0.0,115.83999999999999,2.691449814126394,MONTHLY_REBALANCE_EXIT
31,GBPUSD,BUY,2025.03.03 10:05:00,2025.04.07 10:05:00,0.01,24.69,30.0,0.06,0.14,1.0,0.0,0.010000000000065512,0.03999999999981795,1.2499999999998834,0.0,0.0,29.94,1.212636695018226,MONTHLY_REBALANCE_EXIT
33,NZDUSD,BUY,2025.03.03 10:05:00,2025.04.07 10:05:00,0.03,47.73,-11.76,0.18,0.48,2.85,0.0,0.0,0.08999999999992346,3.5999999999999233,0.0,0.0,-11.94,-0.2501571338780641,MONTHLY_REBALANCE_EXIT
34,USDCAD,SELL,2025.03.03 10:05:01,2025.04.07 10:05:00,0.03,47.62965386,34.43000000000001,0.18,0.3324076703069923,6.66,0.0,0.0,0.020775479394323126,7.193183149701316,0.0,0.0,34.25000000000001,0.7190898363585129,MONTHLY_REBALANCE_EXIT
35,USDCHF,SELL,2025.03.03 10:05:01,2025.04.07 10:05:01,0.02,39.91918474,116.77000000000001,0.12,0.35502302102401956,9.16,0.0,0.0,0.0,9.63502302102402,0.0,0.0,116.65,2.9221538656102326,MONTHLY_REBALANCE_EXIT
36,USDJPY,SELL,2025.03.03 10:05:01,2025.04.07 10:05:01,0.01,29.80298823,29.33,0.06,0.08661931477458991,4.5,0.0,0.0,0.0,4.64661931477459,0.0,0.0,29.27,0.9821162822369776,MONTHLY_REBALANCE_EXIT
44,EURUSD,BUY,2025.04.07 10:05:01,2025.05.05 10:05:00,0.01,31.22,27.58,0.06,0.11,2.76,0.0,0.010000000000065512,0.0,2.9400000000000652,0.0,0.0,27.52,0.8814862267777066,MONTHLY_REBALANCE_EXIT
45,GBPUSD,BUY,2025.04.07 10:05:01,2025.05.05 10:05:00,0.01,30.83,35.56,0.06,0.17,0.8,0.0,0.010000000000065512,0.0,1.0400000000000655,0.0,0.0,35.5,1.1514758352254297,MONTHLY_REBALANCE_EXIT
46,AUDUSD,BUY,2025.04.07 10:05:02,2025.05.05 10:05:00,0.01,25.32,44.16,0.06,0.14,0.52,0.0,0.0,0.009999999999954488,0.7299999999999545,0.0,0.0,44.099999999999994,1.7417061611374405,MONTHLY_REBALANCE_EXIT
47,NZDUSD,BUY,2025.04.07 10:05:02,2025.05.05 10:05:00,0.02,45.18,77.1,0.12,0.32,1.64,0.0,0.020000000000131024,0.059999999999948976,2.16000000000008,0.0,0.0,76.97999999999999,1.7038512616201857,MONTHLY_REBALANCE_EXIT
48,USDCAD,SELL,2025.04.07 10:05:02,2025.05.05 10:05:01,0.02,43.78137396,57.95,0.12,0.21062091044398887,3.65,0.0,0.0,0.0,3.9806209104439887,0.0,0.0,57.830000000000005,1.32088134220811,MONTHLY_REBALANCE_EXIT
49,USDCHF,SELL,2025.04.07 10:05:02,2025.05.05 10:05:01,0.01,26.38594008,21.54,0.06,0.1887282077897568,3.91,0.0,0.0353865389605493,0.0,4.194114746750306,0.0,0.0,21.48,0.8140699150712237,MONTHLY_REBALANCE_EXIT
50,USDJPY,SELL,2025.04.07 10:05:02,2025.05.05 10:05:01,0.01,32.79253212,1.9399999999999995,0.06,0.11021940550408157,3.66,0.0,0.0,0.0,3.830219405504082,0.0,0.0,1.8799999999999994,0.05733012605188231,MONTHLY_REBALANCE_EXIT
58,EURUSD,BUY,2025.05.05 10:05:02,2025.06.02 10:05:00,0.01,31.16,5.58,0.06,0.13,2.76,0.0,0.0,0.0,2.9499999999999997,0.0,0.0,5.5200000000000005,0.17715019255455713,MONTHLY_REBALANCE_EXIT
59,GBPUSD,BUY,2025.05.05 10:05:02,2025.06.02 10:05:00,0.01,28.71,24.83,0.06,0.14,0.8,0.0,0.029999999999974488,0.019999999999908976,1.0499999999998835,0.0,0.0,24.77,0.8627655869035179,MONTHLY_REBALANCE_EXIT
60,AUDUSD,BUY,2025.05.05 10:05:02,2025.06.02 10:05:00,0.02,40.22,-0.42000000000000004,0.12,0.28,1.08,0.0,0.019999999999908976,0.019999999999908976,1.519999999999818,0.0,0.0,-0.54,-0.013426156141223273,MONTHLY_REBALANCE_EXIT
61,NZDUSD,BUY,2025.05.05 10:05:02,2025.06.02 10:05:01,0.02,39.46,6.0200000000000005,0.12,0.32,1.64,0.0,0.059999999999948976,0.059999999999948976,2.199999999999898,0.0,0.0,5.9,0.14951849974657883,MONTHLY_REBALANCE_EXIT
62,USDCAD,SELL,2025.05.05 10:05:02,2025.06.02 10:05:01,0.03,51.52572305,20.75,0.18,0.3691372321945571,5.56,0.0,0.06514186450486643,0.0,6.174279096699423,0.0,0.0,20.57,0.3992180756015611,MONTHLY_REBALANCE_EXIT
63,USDCHF,SELL,2025.05.05 10:05:03,2025.06.02 10:05:01,0.01,38.78679362,4.539999999999999,0.06,0.21776740022018704,3.91,0.0,0.0,0.0,4.187767400220187,0.0,0.0,4.4799999999999995,0.11550323143210103,MONTHLY_REBALANCE_EXIT
64,USDJPY,SELL,2025.05.05 10:05:03,2025.06.02 10:05:01,0.01,32.81073554,4.18,0.06,0.09699119458512018,3.66,0.0,0.006927942470398807,0.0,3.823919137055519,0.0,0.0,4.12,0.12556865709326306,MONTHLY_REBALANCE_EXIT
78,USDJPY,SELL,2025.06.02 10:05:03,2025.06.23 11:52:55,0.01,30.41052463,-32.27,0.06,0.09077831934416157,2.74,0.0,0.006982947641891925,0.0,2.8977612669860537,0.0,0.0,-32.330000000000005,-1.0631187851361972,STOP_LOSS_EXIT
72,EURUSD,BUY,2025.06.02 10:05:01,2025.07.07 10:05:00,0.01,27.75,31.26,0.06,0.12,3.45,0.0,0.0,0.0,3.6300000000000003,0.0,0.0,31.200000000000003,1.1243243243243244,MONTHLY_REBALANCE_EXIT
73,GBPUSD,BUY,2025.06.02 10:05:02,2025.07.07 10:05:00,0.01,27.45,6.99,0.06,0.14,1.0,0.0,0.0,0.0,1.2,0.0,0.0,6.930000000000001,0.25245901639344265,MONTHLY_REBALANCE_EXIT
74,AUDUSD,BUY,2025.06.02 10:05:02,2025.07.07 10:05:01,0.02,38.9,5.869999999999999,0.12,0.28,1.35,0.0,0.0,0.0,1.75,0.0,0.0,5.749999999999999,0.14781491002570693,MONTHLY_REBALANCE_EXIT
75,NZDUSD,BUY,2025.06.02 10:05:02,2025.07.07 10:05:01,0.02,39.0,-1.65,0.12,0.32,2.05,0.0,0.019999999999908976,0.0,2.5099999999999087,0.0,0.0,-1.77,-0.045384615384615384,MONTHLY_REBALANCE_EXIT
76,USDCAD,SELL,2025.06.02 10:05:02,2025.07.07 10:05:01,0.03,51.437835,3.16,0.18,0.35051335601933664,7.0,0.0,0.0,0.0,7.530513356019337,0.0,0.0,2.98,0.05793400908105872,MONTHLY_REBALANCE_EXIT
77,USDCHF,SELL,2025.06.02 10:05:02,2025.07.07 10:05:01,0.01,27.9818417,25.33,0.06,0.2196568471920533,4.98,0.0,0.0,0.0,5.259656847192054,0.0,0.0,25.27,0.9030856607268991,MONTHLY_REBALANCE_EXIT
92,USDJPY,SELL,2025.07.07 10:05:04,2025.07.15 17:01:07,0.02,50.69467977,-52.51,0.12,0.19309678976587016,2.08,0.0,0.12413365056397437,0.0,2.5172304403298447,0.0,0.0,-52.629999999999995,-1.0381760026649833,STOP_LOSS_EXIT
86,EURUSD,BUY,2025.07.07 10:05:03,2025.07.29 10:10:28,0.02,45.86,-50.11,0.12,0.24,4.21,0.0,0.0,0.0,4.57,0.0,0.0,-50.23,-1.095290013083297,STOP_LOSS_EXIT
87,GBPUSD,BUY,2025.07.07 10:05:03,2025.07.29 16:14:17,0.01,30.97,-31.599999999999998,0.06,0.15,0.63,0.0,0.0,0.0,0.84,0.0,0.0,-31.659999999999997,-1.0222796254439779,STOP_LOSS_EXIT
91,USDCHF,SELL,2025.07.07 10:05:04,2025.07.30 22:20:33,0.02,47.68671638,-53.51,0.12,0.40244485247880885,6.69,0.0,0.1257640163996139,0.0,7.338208868878423,0.0,0.0,-53.629999999999995,-1.1246318486817144,STOP_LOSS_EXIT
88,AUDUSD,BUY,2025.07.07 10:05:03,2025.08.04 10:05:00,0.03,51.69,-12.93,0.18,0.42,1.44,0.0,0.0,0.0,2.04,0.0,0.0,-13.11,-0.2536273940800929,MONTHLY_REBALANCE_EXIT
89,NZDUSD,BUY,2025.07.07 10:05:04,2025.08.04 10:05:00,0.02,36.42,-23.34,0.12,0.32,1.64,0.0,0.040000000000040004,0.0,2.12000000000004,0.0,0.0,-23.46,-0.6441515650741351,MONTHLY_REBALANCE_EXIT
90,USDCAD,SELL,2025.07.07 10:05:04,2025.08.04 10:05:01,0.02,35.10083245,-23.740000000000002,0.12,0.23449407902450464,3.67,0.0,0.0,0.014655879939127554,4.039149958963632,0.0,0.0,-23.860000000000003,-0.6797559583234329,MONTHLY_REBALANCE_EXIT
104,USDCAD,SELL,2025.09.01 10:05:01,2025.09.25 15:52:27,0.04,48.26200202,-54.61,0.24,0.4946317902761209,6.8,0.0,0.0,0.0,7.534631790276121,0.0,0.0,-54.85,-1.136504863127516,STOP_LOSS_EXIT
106,USDJPY,SELL,2025.09.01 10:05:01,2025.10.06 07:37:36,0.02,44.29324441,-52.849999999999994,0.12,0.1905163673972062,9.02,0.0,0.0,0.0,9.330516367397205,0.0,0.0,-52.96999999999999,-1.1958934303769597,STOP_LOSS_EXIT
100,EURUSD,BUY,2025.09.01 10:05:00,2025.10.06 10:05:00,0.02,46.72,-12.219999999999999,0.12,0.24,6.7,0.0,0.0,0.0,7.0600000000000005,0.0,0.0,-12.339999999999998,-0.2641267123287671,MONTHLY_REBALANCE_EXIT
101,GBPUSD,BUY,2025.09.01 10:05:00,2025.10.06 10:05:00,0.02,46.26,-19.12,0.12,0.3,1.8,0.0,0.0,0.0,2.22,0.0,0.0,-19.240000000000002,-0.4159100734976222,MONTHLY_REBALANCE_EXIT
102,AUDUSD,BUY,2025.09.01 10:05:00,2025.10.06 10:05:00,0.03,41.67,18.54,0.18,0.42,1.8,0.0,0.0,0.0,2.4,0.0,0.0,18.36,0.4406047516198704,MONTHLY_REBALANCE_EXIT
103,NZDUSD,BUY,2025.09.01 10:05:00,2025.10.06 10:05:01,0.03,46.26,-21.630000000000003,0.18,0.42,2.85,0.0,0.0,0.0,3.45,0.0,0.0,-21.810000000000002,-0.47146562905317774,MONTHLY_REBALANCE_EXIT
105,USDCHF,SELL,2025.09.01 10:05:01,2025.10.06 10:05:01,0.02,41.49724212,-6.05,0.12,0.40038537091951,10.16,0.0,0.0,0.0,10.68038537091951,0.0,0.0,-6.17,-0.14868457961996245,MONTHLY_REBALANCE_EXIT
114,EURUSD,SELL,2025.10.06 10:05:02,2025.11.03 10:05:00,0.02,45.62,35.34,0.12,0.24,2.52,0.0,0.0,0.0,2.88,0.0,0.0,35.220000000000006,0.7720298114861904,MONTHLY_REBALANCE_EXIT
115,GBPUSD,SELL,2025.10.06 10:05:02,2025.11.03 10:05:00,0.01,26.84,30.900000000000002,0.06,0.15,0.52,0.0,0.0,0.0,0.73,0.0,0.0,30.840000000000003,1.1490312965722802,MONTHLY_REBALANCE_EXIT
116,AUDUSD,SELL,2025.10.06 10:05:02,2025.11.03 10:05:00,0.03,39.84,17.78,0.18,0.42,0.52,0.0,0.0,0.0,1.12,0.0,0.0,17.6,0.44176706827309237,MONTHLY_REBALANCE_EXIT
117,NZDUSD,SELL,2025.10.06 10:05:02,2025.11.03 10:05:01,0.03,43.17,34.4,0.18,0.42,0.32,0.0,0.0,0.0,0.9199999999999999,0.0,0.0,34.22,0.7926801019226314,MONTHLY_REBALANCE_EXIT
118,USDCAD,BUY,2025.10.06 10:05:03,2025.11.03 10:05:01,0.04,45.0539814,23.51,0.24,0.45885701585207594,2.8,0.0,0.0,0.0,3.4988570158520758,0.0,0.0,23.270000000000003,0.5164915347525758,MONTHLY_REBALANCE_EXIT
119,USDCHF,BUY,2025.10.06 10:05:03,2025.11.03 10:05:01,0.02,41.25753985,22.779999999999998,0.12,0.4012287630869538,4.2,0.0,0.0,0.05015359538591938,4.771382358472873,0.0,0.0,22.659999999999997,0.5492329422060777,MONTHLY_REBALANCE_EXIT
120,USDJPY,BUY,2025.10.06 10:05:03,2025.11.03 10:05:01,0.02,44.2074997,57.410000000000004,0.12,0.18665795596205512,3.53,0.0,0.0,0.013332711140210457,3.8499906671022655,0.0,0.0,57.290000000000006,1.2959339566539658,MONTHLY_REBALANCE_EXIT
133,USDCHF,BUY,2025.11.03 10:05:03,2025.11.14 14:23:02,0.02,38.38366272,-37.160000000000004,0.12,0.397431598296012,1.94,0.0,0.0,0.0,2.457431598296012,0.0,0.0,-37.28,-0.9712465501781067,STOP_LOSS_EXIT
128,EURUSD,SELL,2025.11.03 10:05:02,2025.12.01 10:05:00,0.03,50.64,-18.05,0.18,0.36,3.88,0.0,0.0,0.0,4.42,0.0,0.0,-18.23,-0.3599921011058452,MONTHLY_REBALANCE_EXIT
129,GBPUSD,SELL,2025.11.03 10:05:02,2025.12.01 10:05:01,0.02,48.54,-17.62,0.12,0.3,0.84,0.0,0.020000000000131024,0.0,1.280000000000131,0.0,0.0,-17.740000000000002,-0.36547177585496504,MONTHLY_REBALANCE_EXIT
130,AUDUSD,SELL,2025.11.03 10:05:02,2025.12.01 10:05:01,0.03,43.26,0.07999999999999996,0.18,0.42,0.52,0.0,0.0,0.0,1.12,0.0,0.0,-0.10000000000000003,-0.002311604253351827,MONTHLY_REBALANCE_EXIT
131,NZDUSD,SELL,2025.11.03 10:05:03,2025.12.01 10:05:01,0.04,48.72,-5.199999999999999,0.24,0.56,0.56,0.0,0.0,0.0,1.36,0.0,0.0,-5.4399999999999995,-0.11165845648604268,MONTHLY_REBALANCE_EXIT
132,USDCAD,BUY,2025.11.03 10:05:03,2025.12.01 10:05:01,0.04,46.93194867,-8.18,0.24,0.48495221794323207,2.8,0.0,0.0,0.0,3.5249522179432318,0.0,0.0,-8.42,-0.1794087021445641,MONTHLY_REBALANCE_EXIT
134,USDJPY,BUY,2025.11.03 10:05:03,2025.12.01 10:05:01,0.02,43.95433316,19.31,0.12,0.18161180476730987,3.39,0.0,0.012972271769155504,0.0,3.7045840765364657,0.0,0.0,19.189999999999998,0.436589492329361,MONTHLY_REBALANCE_EXIT
142,EURUSD,BUY,2025.12.01 10:05:02,2026.01.05 10:05:00,0.03,48.54,13.639999999999999,0.18,0.36,10.15,0.0,0.0,0.0,10.690000000000001,0.0,0.0,13.459999999999999,0.2772970745776679,MONTHLY_REBALANCE_EXIT
143,GBPUSD,BUY,2025.12.01 10:05:02,2026.01.05 10:05:00,0.02,47.38,39.4,0.12,0.3,1.82,0.0,0.01999999999968693,0.0,2.259999999999687,0.0,0.0,39.28,0.8290417897847193,MONTHLY_REBALANCE_EXIT
144,AUDUSD,BUY,2025.12.01 10:05:02,2026.01.05 10:05:00,0.03,40.83,35.2,0.18,0.42,1.82,0.0,0.0,0.0,2.42,0.0,0.0,35.02,0.8577026696056822,MONTHLY_REBALANCE_EXIT
145,NZDUSD,BUY,2025.12.01 10:05:03,2026.01.05 10:05:00,0.03,43.86,0.5499999999999998,0.18,0.42,2.87,0.0,0.029999999999863466,0.0,3.4999999999998637,0.0,0.0,0.36999999999999983,0.008435932512539896,MONTHLY_REBALANCE_EXIT
146,USDCAD,SELL,2025.12.01 10:05:03,2026.01.05 10:05:01,0.04,46.7404674,50.69,0.24,0.4862839326067679,9.21,0.0,0.0,0.0,9.936283932606768,0.0,0.0,50.449999999999996,1.0793644737921468,MONTHLY_REBALANCE_EXIT
147,USDCHF,SELL,2025.12.01 10:05:03,2026.01.05 10:05:01,0.02,42.90073823,11.959999999999999,0.12,0.3983567782895556,10.19,0.0,0.024897298642983918,0.0,10.733254076932539,0.0,0.0,11.84,0.2759859267811019,MONTHLY_REBALANCE_EXIT
148,USDJPY,SELL,2025.12.01 10:05:03,2026.01.05 10:05:01,0.02,39.99691144,-28.36,0.12,0.1801674270161057,8.46,0.0,0.0,0.0,8.760167427016107,0.0,0.0,-28.48,-0.7120549806132731,MONTHLY_REBALANCE_EXIT
160,USDCAD,SELL,2026.01.05 10:05:04,2026.01.09 23:12:18,0.05,50.48781904,-51.99,0.30000000000000004,0.6170509321098786,1.97,0.0,0.0,0.0,2.8870509321098785,0.0,0.0,-52.29,-1.0356953616588624,STOP_LOSS_EXIT
156,EURUSD,BUY,2026.01.05 10:05:03,2026.02.02 10:05:00,0.03,40.83,42.61,0.18,0.36,8.12,0.0,0.0,0.0,8.66,0.0,0.0,42.43,1.0391868723977469,MONTHLY_REBALANCE_EXIT
157,GBPUSD,BUY,2026.01.05 10:05:03,2026.02.02 10:05:00,0.02,43.84,50.78,0.12,0.28,1.44,0.0,0.0799999999996359,0.0,1.9199999999996358,0.0,0.0,50.660000000000004,1.1555656934306568,MONTHLY_REBALANCE_EXIT
158,AUDUSD,BUY,2026.01.05 10:05:03,2026.02.02 10:05:00,0.04,46.08,105.76,0.24,0.6,2.0,0.0,0.0,0.0,2.84,0.0,0.0,105.52000000000001,2.289930555555556,MONTHLY_REBALANCE_EXIT
159,NZDUSD,BUY,2026.01.05 10:05:03,2026.02.02 10:05:00,0.04,50.6,100.64,0.24,0.56,3.08,0.0,0.03999999999981795,0.0,3.919999999999818,0.0,0.0,100.4,1.9841897233201582,MONTHLY_REBALANCE_EXIT
161,USDCHF,SELL,2026.01.05 10:05:04,2026.02.02 10:05:01,0.03,49.43726868,69.69,0.18,0.6043056779554324,12.34,0.0,0.03776910487204264,0.07553820974408527,13.23761299257156,0.0,0.0,69.50999999999999,1.4060242779577439,MONTHLY_REBALANCE_EXIT
162,USDJPY,SELL,2026.01.05 10:05:04,2026.02.02 10:05:01,0.02,37.576692,18.73,0.12,0.24217241401286063,6.79,0.0,0.14020508179686425,0.11471324874311947,7.407090744552844,0.0,0.0,18.61,0.4952538131882391,MONTHLY_REBALANCE_EXIT
171,GBPUSD,BUY,2026.02.02 10:05:01,2026.03.02 08:23:32,0.01,29.35,-30.1,0.06,0.15,0.8,0.0,0.0,0.0,1.01,0.0,0.0,-30.16,-1.0275979557069845,STOP_LOSS_EXIT
170,EURUSD,BUY,2026.02.02 10:05:01,2026.03.02 10:05:00,0.01,28.19,-16.93,0.06,0.12,2.76,0.0,0.0,0.0,2.94,0.0,0.0,-16.99,-0.6026959914863426,MONTHLY_REBALANCE_EXIT
172,AUDUSD,BUY,2026.02.02 10:05:01,2026.03.02 10:05:00,0.02,40.4,21.840000000000003,0.12,0.3,1.08,0.0,0.0,0.0,1.5,0.0,0.0,21.720000000000002,0.5376237623762377,MONTHLY_REBALANCE_EXIT
173,NZDUSD,BUY,2026.02.02 10:05:02,2026.03.02 10:05:00,0.03,53.43,-21.630000000000003,0.18,0.42,2.28,0.0,0.0,0.0,2.88,0.0,0.0,-21.810000000000002,-0.40819764177428414,MONTHLY_REBALANCE_EXIT
174,USDCAD,SELL,2026.02.02 10:05:02,2026.03.02 10:05:00,0.03,49.09867173,-7.069999999999999,0.18,0.37358258372644965,5.6,0.0,0.0,0.0,6.1535825837264495,0.0,0.0,-7.249999999999999,-0.14766183573903374,MONTHLY_REBALANCE_EXIT
175,USDCHF,SELL,2026.02.02 10:05:02,2026.03.02 10:05:01,0.01,33.24751937,-3.75,0.06,0.21989393351442246,4.2,0.0,0.0,0.0,4.479893933514423,0.0,0.0,-3.81,-0.11459501557393935,MONTHLY_REBALANCE_EXIT
176,USDJPY,SELL,2026.02.02 10:05:02,2026.03.02 10:05:01,0.01,29.10496895,-16.99,0.06,0.09036805618311149,3.38,0.0,0.0,0.032274305779653324,3.5626423619627645,0.0,0.0,-17.049999999999997,-0.5858106232406751,MONTHLY_REBALANCE_EXIT
184,EURUSD,SELL,2026.04.06 10:05:00,2026.04.14 10:06:09,0.01,26.72,-26.33,0.06,0.12,0.39,0.0,0.0,0.0,0.5700000000000001,0.0,0.0,-26.389999999999997,-0.9876497005988023,STOP_LOSS_EXIT
188,USDCAD,BUY,2026.04.06 10:05:01,2026.04.14 11:44:33,0.04,51.49120944,-50.290000000000006,0.24,0.5165548660185816,0.8,0.0,0.0,0.0,1.5565548660185815,0.0,0.0,-50.53000000000001,-0.9813325526734804,STOP_LOSS_EXIT
187,NZDUSD,SELL,2026.04.06 10:05:01,2026.04.14 15:30:01,0.02,40.06,-40.120000000000005,0.12,0.28,0.08,0.0,0.0,0.0,0.48000000000000004,0.0,0.0,-40.24,-1.0044932601098353,STOP_LOSS_EXIT
185,GBPUSD,SELL,2026.04.06 10:05:00,2026.04.14 15:30:01,0.01,37.44,-37.61,0.06,0.15,0.15,0.0,0.0,0.0,0.36,0.0,0.0,-37.67,-1.0061431623931625,STOP_LOSS_EXIT
186,AUDUSD,SELL,2026.04.06 10:05:00,2026.04.14 17:37:58,0.02,47.5,-47.58,0.12,0.28,0.08,0.0,0.0,0.0,0.48000000000000004,0.0,0.0,-47.699999999999996,-1.0042105263157894,STOP_LOSS_EXIT
189,USDCHF,BUY,2026.04.06 10:05:01,2026.04.17 16:06:36,0.01,28.29443819,-27.14,0.06,0.1999425165264986,1.0,0.0,0.0,0.0,1.2599425165264986,0.0,0.0,-27.2,-0.9613196705779864,STOP_LOSS_EXIT
190,USDJPY,BUY,2026.04.06 10:05:01,2026.04.30 14:36:10,0.02,44.15323094,-41.330000000000005,0.12,0.1753847502959618,3.12,0.0,0.0,0.0,3.415384750295962,0.0,0.0,-41.45,-0.9387761465593893,STOP_LOSS_EXIT
199,GBPUSD,BUY,2026.05.04 10:05:00,2026.05.15 12:08:49,0.02,48.58,-49.25,0.12,0.34,0.67,0.0,0.0,0.0,1.1300000000000001,0.0,0.0,-49.37,-1.0162618361465623,STOP_LOSS_EXIT
202,USDCAD,SELL,2026.05.04 10:05:01,2026.05.21 16:08:04,0.03,40.50077383,-44.309999999999995,0.18,0.33094805586403175,3.8,0.0,0.02206320372392342,0.0,4.333011259587955,0.0,0.0,-44.489999999999995,-1.0984975296211519,STOP_LOSS_EXIT
198,EURUSD,BUY,2026.05.04 10:05:00,2026.06.01 10:05:00,0.02,37.24,-18.52,0.12,0.24,5.36,0.0,0.0,0.0,5.720000000000001,0.0,0.0,-18.64,-0.5005370569280344,MONTHLY_REBALANCE_EXIT
200,AUDUSD,BUY,2026.05.04 10:05:00,2026.06.01 10:05:00,0.02,37.4,-3.7,0.12,0.28,1.08,0.0,0.09999999999998899,0.0,1.579999999999989,0.0,0.0,-3.8200000000000003,-0.1021390374331551,MONTHLY_REBALANCE_EXIT
201,NZDUSD,BUY,2026.05.04 10:05:01,2026.06.01 10:05:00,0.02,37.24,11.559999999999999,0.12,0.32,1.64,0.0,0.07999999999985795,0.019999999999908976,2.179999999999767,0.0,0.0,11.44,0.30719656283566055,MONTHLY_REBALANCE_EXIT
203,USDCHF,SELL,2026.05.04 10:05:01,2026.06.01 10:05:00,0.02,46.43274704,-10.3,0.12,0.43503851370371316,8.31,0.0,0.0,0.07677150241823703,8.941810016121952,0.0,0.0,-10.42,-0.2244105865850146,MONTHLY_REBALANCE_EXIT
